setting_name,model_name,pooling,layer,dam_n,dam_beta,dam_alpha,dam_lmbda,dam_steps_multiplier,n_stored,n_probe,decision_noise_std,corruption_mode,noise_std,max_shift,occlusion_frac,neurons,n_splits,ident_accuracy_mean,ident_accuracy_std,gen_accuracy_mean,gen_accuracy_std
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_7,2,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,60.0,19.03943276465977,7.0,2.806243040080456
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_8,2,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,94.5,3.6742346141747673,9.75,3.7416573867739413
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_9,2,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,99.0,2.0,18.25,3.7583240945932266
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_10,2,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,31.75,3.6742346141747655
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_11,2,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,59.5,5.623610939600999
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_0,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,8.25,2.318404623873926
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_1,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,99.0,1.224744871391589,8.25,2.318404623873926
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_2,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,64.0,4.358898943540676,9.0,3.1024184114977142
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_3,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,43.0,7.314369419163899,7.5,3.354101966249685
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_4,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,21.5,13.095800853708795,9.25,4.782781617427248
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_5,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,20.5,17.349351572897476,7.25,2.669269563007828
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_6,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,17.5,13.874436925511608,5.75,2.9154759474226504
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_7,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,58.5,20.40833163195855,6.75,2.9154759474226504
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_8,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,94.0,4.358898943540674,9.75,4.138236339311712
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_9,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,99.0,2.0,18.0,3.588175023601831
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_10,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,32.25,3.6571847095819483
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_11,4,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,58.25,5.1599418601375735
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_0,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,7.5,1.7677669529663689
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_1,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,99.0,1.224744871391589,8.0,2.03100960115899
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_2,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,66.5,6.041522986797288,9.5,3.409545424246464
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_3,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,43.0,8.124038404635963,8.0,3.3166247903554003
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_4,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,23.0,14.949916387726054,8.75,5.70087712549569
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_5,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,20.5,17.349351572897476,7.75,3.0
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_6,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,17.5,13.784048752090222,5.25,2.4238399287081647
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_7,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,59.5,19.6468827043885,6.25,1.9364916731037085
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_8,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,95.5,2.9154759474226504,10.0,4.401704215414752
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_9,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,98.5,3.0,18.0,3.020761493398643
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_10,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,32.5,4.541475531146238
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_11,6,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,58.75,6.020797289396147
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_0,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,8.0,2.03100960115899
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_1,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,99.0,1.224744871391589,8.25,3.020761493398643
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_2,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,65.5,6.782329983125266,9.0,2.7838821814150108
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_3,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,42.5,7.582875444051553,8.5,3.2015621187164247
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_4,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,22.5,13.96424004376894,9.75,5.830951894845301
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_5,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,20.0,16.355427233796124,7.5,2.7386127875258306
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_6,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,17.5,13.784048752090222,5.5,2.449489742783178
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_7,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,60.0,19.300259065618782,6.75,1.695582495781317
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_8,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,94.5,3.6742346141747673,10.0,3.2596012026013246
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_9,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,98.5,2.0,18.25,3.588175023601831
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_10,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,32.5,4.107919181288746
easy_s40,vit_base_patch16_clip_224.openai,cls,layer_11,8,0.02,0.1,0.05,2,40,80,0.0,noise_shift,5.0,2,0.0,768,5,100.0,0.0,59.25,5.037360419902474
